route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_type,trip_footnote
24,hjam2601-Weekday-1-JA2026-1111100,4427156,"Providence",0,469629,240019,0,
24,hjam2601-Weekday-1-JA2026-1111100,4427157,"Providence",0,469630,240019,0,
24,hjam2601-Weekday-1-JA2026-1111100,4427158,"Providence",0,469631,240019,0,
24,hjam2601-Weekday-1-JA2026-1111100,4427159,"Newport",1,469629,240021,0,
24,hjam2601-Weekday-1-JA2026-1111100,4427160,"Newport",1,469630,240021,0,
24,hjam2601-Weekday-1-JA2026-1111100,4427161,"Newport",1,469631,240021,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427165,"Newport Transit Center",0,469633,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427166,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427167,"Newport Transit Center",0,469633,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427168,"Oxbow Apartments",1,469632,630075,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427169,"Newport Transit Center",0,469632,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427170,"Newport Transit Center",0,469632,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427171,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427172,"Newport Transit Center",0,469633,630079,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427173,"Newport Transit Center",0,469632,630079,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427174,"Stop&Shop (Middletown)",1,469632,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427175,"Newport Transit Center",0,469632,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427176,"Stop&Shop (Middletown)",1,469632,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427177,"Stop&Shop (Middletown)",1,469632,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427178,"Oxbow Apartments",1,469633,630075,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427179,"Newport Transit Center",0,469632,630079,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427180,"Newport Transit Center",0,469632,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427181,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427182,"Stop&Shop (Middletown)",1,469632,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427183,"Stop&Shop (Middletown)",1,469632,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427184,"Newport Transit Center",0,469633,630079,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427185,"Newport Transit Center",0,469633,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427186,"Newport Transit Center",0,469632,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427187,"Newport Transit Center",0,469633,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427188,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427189,"Newport Transit Center",0,469633,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427190,"Newport Transit Center",0,469632,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427191,"Newport Transit Center",0,469633,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427192,"Newport Transit Center",0,469632,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427193,"Newport Transit Center",0,469633,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427194,"Stop&Shop (Middletown)",1,469632,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427195,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427196,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427197,"Newport Transit Center",0,469632,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427198,"Stop&Shop (Middletown)",1,469632,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427199,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427200,"Oxbow Apartments",1,469633,630075,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427201,"Oxbow Apartments",1,469632,630075,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427202,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427203,"Stop&Shop (Middletown)",1,469632,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427204,"Stop&Shop (Middletown)",1,469633,630071,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427205,"Newport Transit Center",0,469633,630078,0,
63,hjam2601-Weekday-1-JA2026-1111100,4427206,"Newport Transit Center",0,469632,630078,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427214,"Bellevue Ave & Ruggles Ave",1,469670,670001,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427215,"Newport Transit Center",0,469670,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427216,"Bellevue Ave & Ledge Rd",1,469670,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427217,"Newport Transit Center",0,469670,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427218,"Bellevue Ave & Ledge Rd",1,469670,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427219,"Newport Transit Center",0,469670,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427220,"Bellevue Ave & Ledge Rd",1,469670,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427221,"Newport Transit Center",0,469670,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427222,"Bellevue Ave & Ledge Rd",1,469670,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427223,"Newport Transit Center",0,469670,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427224,"Bellevue Ave & Ledge Rd",1,469670,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427225,"Newport Transit Center",0,469670,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427226,"Bellevue Ave & Ledge Rd",1,469670,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427227,"Newport Transit Center",0,469670,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427228,"Bellevue Ave & Ledge Rd",1,469670,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427229,"Bellevue Ave & Ledge Rd",1,469669,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427230,"Bellevue Ave & Ledge Rd",1,469669,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427231,"Newport Transit Center",0,469668,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427232,"Newport Transit Center",0,469668,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427233,"Newport Transit Center",0,469668,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427234,"Bellevue Ave & Ledge Rd",1,469668,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427235,"Newport Transit Center",0,469669,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427236,"Newport Transit Center",0,469668,670028,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427237,"Bellevue Ave & Ledge Rd",1,469668,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427238,"Bellevue Ave & Ledge Rd",1,469668,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427239,"Newport Transit Center",0,469669,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427240,"Bellevue Ave & Ruggles Ave",1,469668,670001,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427241,"Bellevue Ave & Ledge Rd",1,469669,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427242,"Newport Transit Center",0,469669,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427243,"Newport Transit Center",0,469669,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427244,"Bellevue Ave & Ledge Rd",1,469669,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427245,"Newport Transit Center",0,469643,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427246,"Newport Transit Center",0,469643,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427247,"Bellevue Ave & Ledge Rd",1,469643,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427248,"Newport Transit Center",0,469643,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427249,"Bellevue Ave & Ledge Rd",1,469643,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427250,"Bellevue Ave & Ledge Rd",1,469643,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427251,"Bellevue Ave & Ruggles Ave",1,469643,670001,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427252,"Newport Transit Center",0,469643,670028,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427253,"Bellevue Ave & Ruggles Ave",1,469643,670001,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427254,"Newport Transit Center",0,469643,670028,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427255,"Newport Transit Center",0,469642,670028,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427256,"Newport Transit Center",0,469642,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427257,"Newport Transit Center",0,469642,670028,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427258,"Newport Transit Center",0,469669,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427259,"Newport Transit Center",0,469642,670027,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427260,"Bellevue Ave & Ruggles Ave",1,469642,670001,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427261,"Bellevue Ave & Ledge Rd",1,469642,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427262,"Bellevue Ave & Ledge Rd",1,469642,670003,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427263,"Bellevue Ave & Ruggles Ave",1,469642,670001,0,
67,hjam2601-Weekday-1-JA2026-1111100,4427264,"Bellevue Ave & Ledge Rd",1,469669,670003,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427265,"Kingston Station",1,469634,640078,1,Trip operates when Public Schools are in session.
14,hjam2601-Weekday-1-JA2026-1111100,4427268,"Newport via Jamestown",1,469657,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427269,"Newport via Jamestown",1,469656,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427270,"Providence via Jamestown",0,469657,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427271,"Providence via Jamestown",0,469656,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427272,"Newport via Jamestown",1,469660,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427273,"Providence via Jamestown",0,469660,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427274,"Newport via Jamestown",1,469657,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427275,"Newport via Jamestown",1,469656,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427276,"Providence via Jamestown",0,469657,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427277,"Newport via Jamestown",1,469658,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427278,"Providence via Jamestown",0,469656,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427279,"Providence via Jamestown",0,469658,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427280,"Providence via Jamestown",0,469673,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427281,"Newport via Jamestown",1,469644,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427282,"Newport via Jamestown",1,469673,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427283,"Providence via Jamestown",0,469673,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427284,"Providence via Jamestown",0,469644,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427285,"Newport via Jamestown",1,469636,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427286,"Providence via Jamestown",0,469636,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427287,"Newport via Jamestown",1,469645,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427288,"Newport via Jamestown",1,469644,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427289,"Providence via Jamestown",0,469645,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427290,"Newport via Jamestown",1,469636,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427291,"Providence via Jamestown",0,469644,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427292,"Providence via Jamestown",0,469636,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427293,"Providence via Jamestown",0,469635,140096,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427294,"Newport via Jamestown",1,469635,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427295,"Newport via Jamestown",1,469635,140089,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427296,"Providence via Jamestown",0,469635,140096,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427297,"Newport via W Main Rd",1,469665,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427298,"Providence via W Main Rd",0,469665,600121,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427299,"Providence via E Main Rd",0,469661,600126,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427300,"Providence via E Main Rd",0,469663,600126,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427301,"Newport via W Main Rd",1,469661,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427302,"Newport via E Main Rd",1,469664,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427303,"Providence via W Main Rd",0,469641,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427304,"Newport via W Main Rd",1,469649,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427305,"Newport via W Main Rd",1,469641,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427306,"Providence via W Main Rd",0,469661,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427307,"Providence via W Main Rd",0,469662,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427308,"Providence via E Main Rd",0,469662,600126,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427309,"Newport via E Main Rd",1,469662,600127,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427310,"Newport via W Main Rd",1,469662,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427311,"Providence via E Main Rd",0,469664,600126,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427312,"Newport via W Main Rd",1,469648,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427313,"Providence via W Main Rd",0,469649,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427314,"Providence via E Main Rd",0,469667,600126,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427315,"Providence via W Main Rd",0,469666,600121,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427316,"Newport via E Main Rd",1,469667,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427317,"Newport via W Main Rd",1,469666,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427318,"Newport via E Main Rd",1,469640,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427319,"Providence via E Main Rd",0,469646,600126,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427320,"Providence via E Main Rd",0,469659,600126,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427321,"Newport via E Main Rd",1,469646,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427322,"Newport via E Main Rd",1,469659,600127,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427323,"Providence via W Main Rd",0,469648,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427324,"Newport via E Main Rd",1,469650,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427325,"Newport via W Main Rd",1,469651,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427326,"Providence via E Main Rd",0,469640,600126,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427327,"Providence via W Main Rd",0,469651,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427328,"Newport via W Main Rd",1,469649,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427329,"Newport via E Main Rd",1,469646,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427330,"Providence via W Main Rd",0,469649,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427331,"Providence via E Main Rd",0,469650,600128,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427332,"Newport via W Main Rd",1,469648,600118,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427333,"Newport via E Main Rd",1,469647,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427335,"Providence via W Main Rd",0,469648,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427336,"Providence via E Main Rd",0,469646,600128,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427337,"Newport via E Main Rd",1,469638,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427338,"Newport via W Main Rd",1,469639,600124,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427340,"Providence via W Main Rd",0,469639,600117,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427341,"Providence via E Main Rd",0,469647,600128,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427342,"Providence via E Main Rd",0,469638,600128,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427343,"Newport via W Main Rd",1,469637,600124,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427344,"Newport via E Main Rd",1,469646,600125,0,
60,hjam2601-Weekday-1-JA2026-1111100,4427346,"Providence via W Main Rd",0,469637,600117,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427354,"Kingston Station",1,469672,640080,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427355,"Newport",0,469672,640079,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427356,"Kingston Station",1,469672,640077,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427357,"Newport",0,469654,640079,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427358,"Kingston Station",1,469654,640077,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427359,"Newport",0,469654,640079,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427360,"Newport",0,469671,640079,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427361,"Kingston Station",1,469671,640077,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427362,"Newport",0,469671,640079,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427363,"Kingston Station",1,469671,640080,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427364,"Kingston Station",1,469652,640077,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427365,"Newport",0,469652,640079,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427366,"Newport",0,469652,640079,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427367,"Kingston Station",1,469654,640077,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427368,"Kingston Station",1,469652,640077,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427369,"Newport via Naval Center",0,469654,640081,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427371,"Kingston Station",1,469653,640077,0,
64,hjam2601-Weekday-1-JA2026-1111100,4427372,"Newport via Naval Center (Limited Stops)",0,469652,640086,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427374,"Aquidneck Corporate Park",1,469655,680016,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427375,"Aquidneck Corporate Park",1,469655,680016,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427376,"CCRI Newport",0,469655,680015,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427377,"Aquidneck Corporate Park",1,469655,680016,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427378,"CCRI Newport",0,469655,680015,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427379,"Aquidneck Corporate Park",1,469655,680016,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427380,"CCRI Newport",0,469655,680015,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427381,"Aquidneck Corporate Park",1,469655,680016,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427382,"CCRI Newport",0,469655,680015,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427383,"Aquidneck Corporate Park",1,469655,680016,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427384,"CCRI Newport",0,469655,680015,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427385,"Aquidneck Corporate Park",1,469655,680016,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427386,"CCRI Newport",0,469655,680015,0,
68,hjam2601-Weekday-1-JA2026-1111100,4427387,"CCRI Newport",0,469655,680015,0,
14,hjam2601-Weekday-1-JA2026-1111100,4427453,"Newport via Jamestown",1,469673,140089,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426869,"Newport Transit Center",0,469616,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426870,"Bellevue Ave & Ledge Rd",1,469616,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426871,"Newport Transit Center",0,469616,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426872,"Bellevue Ave & Ledge Rd",1,469616,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426873,"Newport Transit Center",0,469616,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426874,"Bellevue Ave & Ledge Rd",1,469616,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426875,"Newport Transit Center",0,469616,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426876,"Bellevue Ave & Ledge Rd",1,469616,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426877,"Newport Transit Center",0,469620,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426878,"Newport Transit Center",0,469620,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426879,"Newport Transit Center",0,469620,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426880,"Newport Transit Center",0,469620,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426881,"Newport Transit Center",0,469620,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426882,"Bellevue Ave & Ledge Rd",1,469620,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426883,"Bellevue Ave & Ledge Rd",1,469620,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426884,"Bellevue Ave & Ledge Rd",1,469620,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426885,"Bellevue Ave & Ledge Rd",1,469620,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426886,"Bellevue Ave & Ledge Rd",1,469620,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426887,"Bellevue Ave & Ledge Rd",1,469620,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426888,"Newport Transit Center",0,469620,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426889,"Bellevue Ave & Ledge Rd",1,469620,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426890,"Newport Transit Center",0,469595,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426891,"Newport Transit Center",0,469615,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426892,"Newport Transit Center",0,469615,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426893,"Bellevue Ave & Ledge Rd",1,469615,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426894,"Bellevue Ave & Ledge Rd",1,469615,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426895,"Newport Transit Center",0,469620,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426896,"Bellevue Ave & Ledge Rd",1,469595,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426897,"Newport Transit Center",0,469595,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426898,"Bellevue Ave & Ledge Rd",1,469620,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426899,"Newport Transit Center",0,469596,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426900,"Bellevue Ave & Ledge Rd",1,469596,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426901,"Newport Transit Center",0,469595,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426902,"Newport Transit Center",0,469596,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426903,"Bellevue Ave & Ledge Rd",1,469595,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426904,"Newport Transit Center",0,469595,670027,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426905,"Bellevue Ave & Ledge Rd",1,469595,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426906,"Bellevue Ave & Ledge Rd",1,469596,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426907,"Bellevue Ave & Ledge Rd",1,469595,670003,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426908,"Newport Transit Center",0,469595,670028,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426909,"Bellevue Ave & Ruggles Ave",1,469595,670001,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426910,"Newport Transit Center",0,469596,670028,0,
67,hjam2606-Saturday-1-JA2026-0000010,4426911,"Bellevue Ave & Ruggles Ave",1,469596,670001,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426913,"Newport Transit Center",0,469598,630078,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426914,"Stop&Shop (Middletown)",1,469598,630071,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426915,"Newport Transit Center",0,469598,630078,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426916,"Stop&Shop (Middletown)",1,469598,630071,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426917,"Newport Transit Center",0,469598,630079,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426918,"Oxbow Apartments",1,469598,630075,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426919,"Newport Transit Center",0,469598,630078,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426920,"Stop&Shop (Middletown)",1,469597,630071,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426921,"Stop&Shop (Middletown)",1,469597,630071,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426923,"Newport Transit Center",0,469597,630078,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426924,"Stop&Shop (Middletown)",1,469597,630071,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426925,"Stop&Shop (Middletown)",1,469597,630071,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426926,"Newport Transit Center",0,469597,630078,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426927,"Newport Transit Center",0,469597,630078,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426928,"Stop&Shop (Middletown) via West House",1,469598,630080,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426929,"Newport Transit Center",0,469597,630078,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426930,"Stop&Shop (Middletown) via West House",1,469597,630080,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426931,"Newport Transit Center",0,469598,630078,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426932,"Stop&Shop (Middletown)",1,469598,630071,0,
63,hjam2606-Saturday-1-JA2026-0000010,4426933,"Newport Transit Center",0,469597,630079,0,
